0.001	100	0.104344	0.011953	0.008633
0.005	100	0.431464	0.045462	0.029844
0.01	100	0.693202	0.068226	0.039118
0.05	100	1.089249	0.111396	0.019351
0.1	100	1.096539	0.124478	0.006324
0.5	100	1.096732	0.130248	0.000770
1	100	1.096838	0.131211	0.000115
5	100	1.094270	0.136824	-0.007967
10	100	1.089551	0.145103	-0.030641
0.075	100	1.095998	0.119919	0.010855
